date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
5-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,177
5-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,169
5-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,256
5-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,174
5-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,191
5-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,194
5-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,201
5-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,162
5-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,182
5-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,234
5-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,191
5-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,236
5-31-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,341
01-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,20
02-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,215
03-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,180
04-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,308
05-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,322
06-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,289
07-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,245
08-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,268
09-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,260
10-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,315
11-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,322
12-06-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,314
6-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,515
6-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,523
6-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,643
6-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,198
6-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,198
6-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,341
6-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,207
6-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,279
6-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,218
6-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,284
6-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,202
6-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,141
6-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,190
6-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,134
6-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,199
6-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,191
6-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,166
6-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,321
01-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,3
02-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,142
03-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,154
04-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,134
05-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,98
06-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,84
07-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,80
08-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,59
09-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,114
10-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,122
11-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,121
12-07-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,80
7-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,96
7-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,95
7-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,60
7-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,102
7-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,95
7-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,92
7-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,69
7-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,89
7-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,60
7-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,44
7-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,83
7-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,96
7-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,82
7-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,34
7-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,92
7-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,54
7-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,59
7-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,109
7-31-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,102
01-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,51
02-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,0
03-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,64
04-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,61
05-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,44
06-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,90
07-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,64
08-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,48
09-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,51
10-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,58
11-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,69
12-08-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,45
8-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,88
8-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,62
8-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,26
8-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,61
8-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,72
8-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,55
8-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,33
8-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,78
8-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,92
8-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,51
8-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,51
8-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,70
8-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,60
8-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,37
8-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,82
8-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,55
8-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,57
8-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,66
8-31-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,93
01-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,27
02-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,0
03-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,53
04-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,60
05-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,65
06-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,57
07-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,45
08-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,55
09-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,40
10-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,69
11-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,167
12-09-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,264
9-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,200
9-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,177
9-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,173
9-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,211
9-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,100
9-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,184
9-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,185
9-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,115
9-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,122
9-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,113
9-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,114
9-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,135
9-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,126
9-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,114
9-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,120
9-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,184
9-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,200
9-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,409
01-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,206
02-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,1
03-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,205
04-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,175
05-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,228
06-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,163
07-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,263
08-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,272
09-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,231
10-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,262
11-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,260
12-10-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,289
10-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,291
10-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,468
10-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,463
10-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,346
10-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,151
10-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,68
10-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,28
10-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,145
10-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,137
10-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,237
10-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,230
10-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,241
10-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,183
10-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,178
10-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,190
10-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,167
10-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,197
10-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,156
10-31-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,621
01-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,2
02-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,0
03-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,227
04-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,317
05-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,383
06-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,288
07-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,170
08-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,214
09-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,96
10-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,216
11-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,143
12-11-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,194
11-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,185
11-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,150
11-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,121
11-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,155
11-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,135
11-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,108
11-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,174
11-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,148
11-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,155
11-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,122
11-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,136
11-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,119
11-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,112
11-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,143
11-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,140
11-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,149
11-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,113
11-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,247
01-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,48
02-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,61
03-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,155
04-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,131
05-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,161
06-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,115
07-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,130
08-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,114
09-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,127
10-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,186
11-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,151
12-12-2018,eat-in,branch_num_1.0,WEST BENGAL,EAST,148
12-13-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,124
12-14-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,176
12-15-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,100
12-16-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,98
12-17-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,148
12-18-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,103
12-19-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,113
12-20-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,104
12-21-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,134
12-22-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,109
12-23-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,84
12-24-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,157
12-25-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,122
12-26-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,134
12-27-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,111
12-28-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,149
12-29-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,123
12-30-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,116
12-31-18,eat-in,branch_num_1.0,WEST BENGAL,EAST,257
01-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,0
02-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,153
03-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,110
04-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,129
05-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,115
06-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,89
07-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,151
08-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,146
09-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,147
10-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,115
11-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,152
12-01-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,137
1-13-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,123
1-14-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,155
1-15-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,164
1-16-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,173
1-17-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,145
1-18-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,169
1-19-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,142
1-20-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,130
1-21-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,173
1-22-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,141
1-23-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,186
1-24-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,121
1-25-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,145
1-26-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,81
1-27-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,108
1-28-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,174
1-29-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,146
1-30-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,145
1-31-19,eat-in,branch_num_1.0,WEST BENGAL,EAST,255
01-02-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,1
02-02-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,126
03-02-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,134
04-02-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,190
05-02-2019,eat-in,branch_num_1.0,WEST BENGAL,EAST,173
01-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,58
03-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,13
04-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,6
05-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,74
07-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,74
12-04-2017,eat-in,branch_num_3.0,DELHI,NORTH,57
4-13-17,eat-in,branch_num_3.0,DELHI,NORTH,56
4-14-17,eat-in,branch_num_3.0,DELHI,NORTH,74
4-15-17,eat-in,branch_num_3.0,DELHI,NORTH,17
4-16-17,eat-in,branch_num_3.0,DELHI,NORTH,84
4-17-17,eat-in,branch_num_3.0,DELHI,NORTH,61
4-18-17,eat-in,branch_num_3.0,DELHI,NORTH,48
4-19-17,eat-in,branch_num_3.0,DELHI,NORTH,63
4-20-17,eat-in,branch_num_3.0,DELHI,NORTH,69
4-21-17,eat-in,branch_num_3.0,DELHI,NORTH,71
4-22-17,eat-in,branch_num_3.0,DELHI,NORTH,7
4-23-17,eat-in,branch_num_3.0,DELHI,NORTH,40
4-24-17,eat-in,branch_num_3.0,DELHI,NORTH,77
4-25-17,eat-in,branch_num_3.0,DELHI,NORTH,60
4-26-17,eat-in,branch_num_3.0,DELHI,NORTH,58
4-27-17,eat-in,branch_num_3.0,DELHI,NORTH,45
4-28-17,eat-in,branch_num_3.0,DELHI,NORTH,84
4-29-17,eat-in,branch_num_3.0,DELHI,NORTH,15
4-30-17,eat-in,branch_num_3.0,DELHI,NORTH,402
01-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,39
02-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,25
03-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,16
04-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,45
05-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,96
07-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,15
08-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
09-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,2
10-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,88
11-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,55
12-05-2017,eat-in,branch_num_3.0,DELHI,NORTH,69
5-13-17,eat-in,branch_num_3.0,DELHI,NORTH,8
5-14-17,eat-in,branch_num_3.0,DELHI,NORTH,70
5-15-17,eat-in,branch_num_3.0,DELHI,NORTH,73
5-16-17,eat-in,branch_num_3.0,DELHI,NORTH,49
5-17-17,eat-in,branch_num_3.0,DELHI,NORTH,66
5-18-17,eat-in,branch_num_3.0,DELHI,NORTH,82
5-19-17,eat-in,branch_num_3.0,DELHI,NORTH,66
5-20-17,eat-in,branch_num_3.0,DELHI,NORTH,18
5-21-17,eat-in,branch_num_3.0,DELHI,NORTH,109
5-22-17,eat-in,branch_num_3.0,DELHI,NORTH,74
5-23-17,eat-in,branch_num_3.0,DELHI,NORTH,58
5-24-17,eat-in,branch_num_3.0,DELHI,NORTH,63
5-25-17,eat-in,branch_num_3.0,DELHI,NORTH,55
5-26-17,eat-in,branch_num_3.0,DELHI,NORTH,69
5-27-17,eat-in,branch_num_3.0,DELHI,NORTH,27
5-28-17,eat-in,branch_num_3.0,DELHI,NORTH,105
5-29-17,eat-in,branch_num_3.0,DELHI,NORTH,92
5-30-17,eat-in,branch_num_3.0,DELHI,NORTH,71
5-31-17,eat-in,branch_num_3.0,DELHI,NORTH,368
01-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
02-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,25
03-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,24
04-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,17
05-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,65
06-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,9
07-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,71
08-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,54
09-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,103
10-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,8
11-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,137
12-06-2017,eat-in,branch_num_3.0,DELHI,NORTH,87
6-13-17,eat-in,branch_num_3.0,DELHI,NORTH,75
6-14-17,eat-in,branch_num_3.0,DELHI,NORTH,83
6-15-17,eat-in,branch_num_3.0,DELHI,NORTH,90
6-16-17,eat-in,branch_num_3.0,DELHI,NORTH,92
6-17-17,eat-in,branch_num_3.0,DELHI,NORTH,29
6-18-17,eat-in,branch_num_3.0,DELHI,NORTH,139
6-19-17,eat-in,branch_num_3.0,DELHI,NORTH,96
6-20-17,eat-in,branch_num_3.0,DELHI,NORTH,73
6-21-17,eat-in,branch_num_3.0,DELHI,NORTH,81
6-22-17,eat-in,branch_num_3.0,DELHI,NORTH,97
6-23-17,eat-in,branch_num_3.0,DELHI,NORTH,87
6-24-17,eat-in,branch_num_3.0,DELHI,NORTH,35
6-25-17,eat-in,branch_num_3.0,DELHI,NORTH,144
6-26-17,eat-in,branch_num_3.0,DELHI,NORTH,87
6-27-17,eat-in,branch_num_3.0,DELHI,NORTH,66
6-28-17,eat-in,branch_num_3.0,DELHI,NORTH,102
6-29-17,eat-in,branch_num_3.0,DELHI,NORTH,109
6-30-17,eat-in,branch_num_3.0,DELHI,NORTH,601
01-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,117
02-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
05-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,34
06-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,22
07-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,138
10-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,96
11-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,76
12-07-2017,eat-in,branch_num_3.0,DELHI,NORTH,101
7-13-17,eat-in,branch_num_3.0,DELHI,NORTH,95
7-14-17,eat-in,branch_num_3.0,DELHI,NORTH,91
7-15-17,eat-in,branch_num_3.0,DELHI,NORTH,9
7-16-17,eat-in,branch_num_3.0,DELHI,NORTH,149
7-17-17,eat-in,branch_num_3.0,DELHI,NORTH,131
7-18-17,eat-in,branch_num_3.0,DELHI,NORTH,82
7-19-17,eat-in,branch_num_3.0,DELHI,NORTH,79
7-20-17,eat-in,branch_num_3.0,DELHI,NORTH,84
7-21-17,eat-in,branch_num_3.0,DELHI,NORTH,112
7-22-17,eat-in,branch_num_3.0,DELHI,NORTH,32
7-23-17,eat-in,branch_num_3.0,DELHI,NORTH,124
7-24-17,eat-in,branch_num_3.0,DELHI,NORTH,84
7-25-17,eat-in,branch_num_3.0,DELHI,NORTH,71
7-26-17,eat-in,branch_num_3.0,DELHI,NORTH,91
7-27-17,eat-in,branch_num_3.0,DELHI,NORTH,57
7-28-17,eat-in,branch_num_3.0,DELHI,NORTH,79
7-29-17,eat-in,branch_num_3.0,DELHI,NORTH,30
7-30-17,eat-in,branch_num_3.0,DELHI,NORTH,169
7-31-17,eat-in,branch_num_3.0,DELHI,NORTH,560
01-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,136
03-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
04-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
05-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
06-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
07-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,77
08-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,83
09-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,94
10-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,97
11-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,86
12-08-2017,eat-in,branch_num_3.0,DELHI,NORTH,33
8-13-17,eat-in,branch_num_3.0,DELHI,NORTH,156
8-14-17,eat-in,branch_num_3.0,DELHI,NORTH,150
8-15-17,eat-in,branch_num_3.0,DELHI,NORTH,27
8-16-17,eat-in,branch_num_3.0,DELHI,NORTH,116
8-17-17,eat-in,branch_num_3.0,DELHI,NORTH,97
8-18-17,eat-in,branch_num_3.0,DELHI,NORTH,115
8-19-17,eat-in,branch_num_3.0,DELHI,NORTH,44
8-20-17,eat-in,branch_num_3.0,DELHI,NORTH,188
8-21-17,eat-in,branch_num_3.0,DELHI,NORTH,123
8-22-17,eat-in,branch_num_3.0,DELHI,NORTH,90
8-23-17,eat-in,branch_num_3.0,DELHI,NORTH,111
8-24-17,eat-in,branch_num_3.0,DELHI,NORTH,107
8-25-17,eat-in,branch_num_3.0,DELHI,NORTH,137
8-26-17,eat-in,branch_num_3.0,DELHI,NORTH,40
8-27-17,eat-in,branch_num_3.0,DELHI,NORTH,160
8-28-17,eat-in,branch_num_3.0,DELHI,NORTH,126
8-29-17,eat-in,branch_num_3.0,DELHI,NORTH,102
8-30-17,eat-in,branch_num_3.0,DELHI,NORTH,94
8-31-17,eat-in,branch_num_3.0,DELHI,NORTH,781
04-09-2017,eat-in,branch_num_3.0,DELHI,NORTH,0
05-09-2017,eat-in,branch_num_3.0,DELHI,NORTH,23
